district,state,crop,year,season,rainfall_mm,temperature_avg_c,soil_type,irrigation_pct,fertilizer_kg_per_ha,msp_inr_per_quintal,yield_kg_per_ha
Jabalpur,Madhya Pradesh,Wheat,2017,Rabi,809.6,29.0,Black,45.7,82.5,1625,1800.0
Amritsar,Punjab,Wheat,2012,Rabi,652.1,23.7,Alluvial,89.9,291.0,1285,2636.0
Cuttack,Odisha,Sugarcane,2019,Kharif,1870.6,25.5,Alluvial,35.1,91.7,2750,40000.0
Nashik,Maharashtra,Rice,2010,Kharif,969.6,26.2,Red,46.1,124.5,1000,1727.4
Thanjavur,Tamil Nadu,Sugarcane,2021,Kharif,958.2,28.5,Laterite,72.5,158.2,2900,40000.0
Coimbatore,Tamil Nadu,Wheat,2012,Rabi,847.6,28.8,Red,54.7,188.0,1285,1800.0
Amritsar,Punjab,Rice,2018,Kharif,597.1,25.6,Alluvial,93.4,249.1,1750,2313.7
Nashik,Maharashtra,Wheat,2018,Rabi,1331.7,25.2,Red,47.1,293.6,1735,1800.0
Warangal,Telangana,Wheat,2015,Rabi,748.0,28.2,Black,49.2,64.5,1450,1800.0
Muzaffarpur,Bihar,Rice,2021,Kharif,1174.6,25.9,Alluvial,41.0,277.8,1940,2662.4
Krishna,Andhra Pradesh,Wheat,2019,Rabi,1134.5,28.1,Black,61.6,290.9,1840,1800.0
Lucknow,Uttar Pradesh,Rice,2013,Kharif,560.8,25.3,Alluvial,60.5,82.9,1310,1879.5
Indore,Madhya Pradesh,Rice,2019,Kharif,1238.4,27.8,Alluvial,39.5,158.9,1815,2372.9
Jodhpur,Rajasthan,Rice,2016,Kharif,75.8,28.8,Alluvial,29.3,192.0,1470,1500.0
Nashik,Maharashtra,Sugarcane,2013,Kharif,1382.0,30.9,Red,48.5,245.1,1800,44436.9
Indore,Madhya Pradesh,Sugarcane,2013,Zaid,1021.1,22.9,Black,36.5,217.9,1800,40000.0
Gorakhpur,Uttar Pradesh,Rice,2016,Kharif,1007.4,26.1,Alluvial,41.9,141.4,1470,2168.2
Hooghly,West Bengal,Sugarcane,2019,Kharif,1984.5,28.3,Alluvial,41.9,295.4,2750,43378.1
Karnal,Haryana,Sugarcane,2021,Kharif,394.6,21.5,Desert,85.1,231.2,2900,40000.0
Patna,Bihar,Wheat,2011,Rabi,1212.4,27.4,Alluvial,57.4,107.6,1120,1800.0
Ludhiana,Punjab,Wheat,2015,Rabi,357.1,24.5,Alluvial,89.0,219.9,1450,2038.7
Lucknow,Uttar Pradesh,Wheat,2015,Rabi,956.3,29.1,Alluvial,59.5,164.6,1450,1800.0
Lucknow,Uttar Pradesh,Rice,2017,Kharif,989.6,26.7,Alluvial,61.0,290.2,1550,2485.8
Patiala,Punjab,Sugarcane,2019,Zaid,358.2,25.2,Alluvial,83.7,198.4,2750,40000.0
Indore,Madhya Pradesh,Wheat,2019,Rabi,819.7,29.4,Black,59.0,180.4,1840,1800.0
Jabalpur,Madhya Pradesh,Rice,2019,Kharif,1555.2,26.1,Black,30.8,164.6,1815,1839.8
Belgaum,Karnataka,Wheat,2015,Rabi,1197.9,29.4,Red,25.2,139.3,1450,1800.0
Muzaffarpur,Bihar,Sugarcane,2020,Kharif,926.1,25.0,Alluvial,56.2,232.2,2850,40000.0
Hisar,Haryana,Sugarcane,2018,Kharif,773.0,24.3,Desert,72.5,88.5,2750,40000.0
Amritsar,Punjab,Sugarcane,2010,Zaid,201.8,29.0,Alluvial,93.3,72.7,1450,40000.0
Patiala,Punjab,Rice,2016,Kharif,326.0,26.5,Alluvial,90.8,112.8,1470,1872.7
Raipur,Chhattisgarh,Wheat,2013,Rabi,1074.9,28.3,Red,29.4,266.7,1350,1800.0
Ahmedabad,Gujarat,Rice,2020,Kharif,316.6,32.2,Alluvial,66.0,86.0,1868,1500.0
Jabalpur,Madhya Pradesh,Sugarcane,2019,Zaid,1447.7,25.3,Black,36.9,174.4,2750,40000.0
Ahmedabad,Gujarat,Rice,2012,Kharif,692.5,28.2,Alluvial,46.8,67.3,1250,1971.9
Hisar,Haryana,Rice,2012,Kharif,415.1,28.4,Desert,53.8,269.0,1250,1500.0
Jaipur,Rajasthan,Sugarcane,2022,Kharif,543.0,21.4,Desert,30.0,154.1,3050,40000.0
Hisar,Haryana,Rice,2019,Kharif,424.3,23.4,Alluvial,57.6,107.6,1815,1500.0
Kolhapur,Maharashtra,Wheat,2012,Rabi,1626.1,28.6,Black,49.0,202.4,1285,1800.0
Hisar,Haryana,Rice,2020,Kharif,419.8,23.9,Desert,72.5,251.7,1868,1500.0
Jaipur,Rajasthan,Wheat,2014,Rabi,224.2,28.4,Alluvial,32.0,186.1,1400,1800.0
Raipur,Chhattisgarh,Wheat,2023,Rabi,1459.2,27.2,Laterite,37.0,140.4,2125,1800.0
Kolhapur,Maharashtra,Rice,2020,Kharif,1065.6,27.5,Black,47.7,93.0,1868,2184.7
Jaipur,Rajasthan,Wheat,2017,Rabi,358.8,28.7,Alluvial,48.2,265.4,1625,1800.0
Raipur,Chhattisgarh,Rice,2022,Kharif,1196.9,26.2,Laterite,49.5,264.1,2040,2122.2
Hooghly,West Bengal,Sugarcane,2022,Kharif,1035.9,28.2,Laterite,39.1,246.6,3050,40000.0
Coimbatore,Tamil Nadu,Rice,2012,Kharif,880.3,29.4,Alluvial,67.6,292.6,1250,2245.9
Karnal,Haryana,Sugarcane,2022,Kharif,539.8,30.2,Desert,80.8,176.2,3050,40000.0
Lucknow,Uttar Pradesh,Rice,2023,Kharif,469.3,28.2,Alluvial,58.3,266.3,2183,1769.3
Karnal,Haryana,Sugarcane,2011,Zaid,500.8,28.8,Desert,83.8,206.2,1450,40000.0
Guntur,Andhra Pradesh,Sugarcane,2012,Kharif,969.5,27.5,Red,54.8,97.9,1700,40000.0
Lucknow,Uttar Pradesh,Rice,2014,Kharif,774.1,29.1,Alluvial,56.7,245.9,1360,2013.0
Guntur,Andhra Pradesh,Rice,2012,Kharif,807.1,28.8,Red,54.3,286.1,1250,1807.3
Indore,Madhya Pradesh,Sugarcane,2016,Zaid,1238.0,28.0,Black,37.5,119.5,2300,43058.3
Muzaffarpur,Bihar,Rice,2018,Kharif,1093.2,26.5,Alluvial,59.4,75.8,1750,2460.1
Warangal,Telangana,Wheat,2018,Rabi,1172.5,29.6,Black,45.1,179.9,1735,1800.0
Patiala,Punjab,Wheat,2011,Rabi,340.3,23.7,Alluvial,80.7,214.2,1120,2361.9
Bardhaman,West Bengal,Sugarcane,2016,Kharif,1436.0,27.1,Laterite,51.5,73.0,2300,40000.0
Mysore,Karnataka,Wheat,2015,Rabi,1480.8,29.3,Black,37.8,117.8,1450,1800.0
Ahmedabad,Gujarat,Rice,2012,Kharif,746.3,28.7,Alluvial,60.6,143.4,1250,1900.8
Ludhiana,Punjab,Rice,2022,Kharif,366.3,25.3,Alluvial,88.1,289.4,2040,1864.9
Nashik,Maharashtra,Wheat,2019,Rabi,909.0,28.4,Red,28.1,52.1,1840,1800.0
Patiala,Punjab,Sugarcane,2014,Kharif,592.0,24.7,Alluvial,91.3,178.2,1900,40000.0
Thanjavur,Tamil Nadu,Rice,2020,Kharif,612.3,29.8,Red,62.3,99.8,1868,1522.6
Belgaum,Karnataka,Sugarcane,2010,Kharif,1021.2,28.8,Black,43.3,201.7,1450,46837.1
Coimbatore,Tamil Nadu,Wheat,2016,Rabi,1122.4,29.5,Laterite,62.3,120.8,1525,1800.0
Patiala,Punjab,Wheat,2015,Rabi,654.3,26.2,Alluvial,85.4,67.1,1450,2067.0
Patna,Bihar,Rice,2015,Kharif,950.9,28.9,Alluvial,66.6,278.8,1410,2534.0
Coimbatore,Tamil Nadu,Sugarcane,2014,Zaid,598.4,29.8,Alluvial,60.7,160.6,1900,40824.3
Hisar,Haryana,Sugarcane,2021,Zaid,428.6,27.4,Alluvial,65.0,100.3,2900,40000.0
Meerut,Uttar Pradesh,Rice,2020,Kharif,1058.6,26.0,Alluvial,72.1,241.1,1868,2623.6
Coimbatore,Tamil Nadu,Rice,2010,Kharif,1446.3,29.1,Red,68.7,230.1,1000,2029.2
Thanjavur,Tamil Nadu,Sugarcane,2013,Kharif,1560.9,26.6,Red,68.9,138.4,1800,42949.2
Jodhpur,Rajasthan,Rice,2016,Kharif,492.4,26.3,Desert,23.2,138.6,1470,1500.0
Meerut,Uttar Pradesh,Rice,2010,Kharif,854.0,24.3,Alluvial,81.1,175.8,1000,2109.9
Indore,Madhya Pradesh,Rice,2019,Kharif,959.2,28.3,Alluvial,53.7,159.8,1815,2325.7
Ahmedabad,Gujarat,Sugarcane,2014,Kharif,938.9,25.7,Desert,57.2,157.4,1900,40000.0
Mysore,Karnataka,Wheat,2014,Rabi,1135.9,30.6,Black,43.5,136.3,1400,1800.0
Muzaffarpur,Bihar,Sugarcane,2023,Zaid,905.1,26.5,Alluvial,40.6,179.8,3150,40000.0
Pune,Maharashtra,Sugarcane,2016,Kharif,717.8,25.9,Black,48.7,193.0,2300,40000.0
Patna,Bihar,Sugarcane,2010,Zaid,1195.3,28.4,Alluvial,55.3,238.4,1450,45784.9
Amritsar,Punjab,Sugarcane,2022,Zaid,506.9,24.1,Alluvial,97.3,224.2,3050,40000.0
Ahmedabad,Gujarat,Rice,2016,Kharif,908.4,26.0,Desert,47.9,241.2,1470,1500.0
Cuttack,Odisha,Rice,2016,Kharif,1310.1,27.4,Red,56.4,218.3,1470,2114.1
Ahmedabad,Gujarat,Rice,2020,Kharif,525.9,30.1,Black,63.3,224.3,1868,1570.9
Ahmedabad,Gujarat,Rice,2015,Kharif,786.7,31.1,Desert,52.1,182.9,1410,1500.0
Thanjavur,Tamil Nadu,Wheat,2018,Rabi,973.0,30.2,Red,70.2,211.9,1735,1800.0
Guntur,Andhra Pradesh,Wheat,2017,Rabi,872.8,29.9,Black,63.6,262.0,1625,1800.0
Krishna,Andhra Pradesh,Rice,2011,Kharif,1286.0,27.8,Alluvial,55.8,285.6,1080,2447.2
Patiala,Punjab,Sugarcane,2012,Zaid,634.5,27.7,Alluvial,89.1,143.6,1700,40000.0
Bardhaman,West Bengal,Wheat,2020,Rabi,1545.0,28.5,Laterite,56.5,171.0,1925,1800.0
Warangal,Telangana,Wheat,2022,Rabi,534.9,30.7,Red,59.5,237.9,2015,1800.0
Cuttack,Odisha,Rice,2012,Kharif,1722.3,29.8,Red,44.7,215.6,1250,1500.0
Lucknow,Uttar Pradesh,Rice,2019,Kharif,939.5,26.6,Alluvial,69.9,213.5,1815,2719.8
Hisar,Haryana,Rice,2015,Kharif,396.9,28.0,Alluvial,67.9,117.7,1410,1678.2
Raipur,Chhattisgarh,Rice,2017,Kharif,1589.5,27.5,Laterite,47.7,176.8,1550,1606.7
Krishna,Andhra Pradesh,Wheat,2011,Rabi,903.6,26.9,Alluvial,66.5,249.1,1120,1800.0
Lucknow,Uttar Pradesh,Rice,2012,Kharif,934.4,27.1,Alluvial,63.1,117.4,1250,2307.0
Cuttack,Odisha,Wheat,2022,Rabi,1711.8,28.2,Laterite,51.5,253.7,2015,1800.0
Jabalpur,Madhya Pradesh,Sugarcane,2015,Zaid,1122.9,25.3,Alluvial,28.8,104.3,2100,40000.0
Indore,Madhya Pradesh,Wheat,2022,Rabi,956.9,27.6,Black,50.8,264.5,2015,1800.0
Jodhpur,Rajasthan,Wheat,2020,Rabi,659.0,28.3,Desert,39.9,256.4,1925,1800.0
Bardhaman,West Bengal,Rice,2015,Kharif,2334.8,25.7,Laterite,50.3,82.5,1410,1500.0
Raipur,Chhattisgarh,Rice,2012,Kharif,1246.6,26.9,Laterite,41.4,108.0,1250,1756.6
Pune,Maharashtra,Wheat,2010,Rabi,1335.4,29.2,Black,53.5,153.7,1100,1800.0
Thanjavur,Tamil Nadu,Rice,2013,Kharif,1530.6,28.4,Laterite,74.5,192.4,1310,1937.7
Bardhaman,West Bengal,Wheat,2011,Rabi,1710.3,24.3,Alluvial,51.7,160.8,1120,1800.0
Indore,Madhya Pradesh,Rice,2019,Kharif,1243.7,30.0,Black,58.7,258.2,1815,2016.5
Indore,Madhya Pradesh,Wheat,2017,Rabi,1599.5,26.5,Black,59.4,67.5,1625,1800.0
Ludhiana,Punjab,Sugarcane,2013,Kharif,617.5,21.8,Alluvial,88.2,216.9,1800,40000.0
Pune,Maharashtra,Wheat,2013,Rabi,1137.3,24.5,Red,50.1,290.2,1350,1800.0
Jaipur,Rajasthan,Wheat,2023,Rabi,432.2,30.9,Desert,36.9,280.3,2125,1800.0
Gorakhpur,Uttar Pradesh,Sugarcane,2015,Zaid,885.2,25.1,Alluvial,42.1,201.7,2100,40000.0
Guntur,Andhra Pradesh,Wheat,2023,Rabi,961.7,32.3,Alluvial,67.2,99.2,2125,1800.0
Jaipur,Rajasthan,Sugarcane,2018,Kharif,309.5,26.1,Desert,45.6,293.3,2750,40000.0
Mysore,Karnataka,Wheat,2023,Rabi,934.7,27.1,Laterite,39.9,217.3,2125,1800.0
Ahmedabad,Gujarat,Sugarcane,2023,Kharif,701.0,31.4,Alluvial,50.7,167.3,3150,40000.0
Muzaffarpur,Bihar,Sugarcane,2014,Zaid,1084.6,27.9,Alluvial,42.0,249.6,1900,41717.6
Gorakhpur,Uttar Pradesh,Rice,2023,Kharif,617.0,23.4,Alluvial,47.6,293.8,2183,1633.1
Karnal,Haryana,Sugarcane,2011,Zaid,436.4,24.2,Alluvial,84.5,190.9,1450,40000.0
Hisar,Haryana,Wheat,2019,Rabi,348.5,25.1,Alluvial,50.1,93.6,1840,1824.1
Ludhiana,Punjab,Sugarcane,2019,Kharif,430.4,26.5,Alluvial,86.5,97.7,2750,40000.0
Coimbatore,Tamil Nadu,Sugarcane,2021,Zaid,676.3,29.7,Laterite,63.5,260.0,2900,40000.0
Patna,Bihar,Wheat,2020,Rabi,464.1,30.6,Alluvial,61.4,189.9,1925,1800.0
Warangal,Telangana,Sugarcane,2018,Kharif,873.9,28.4,Black,51.3,240.6,2750,41143.4
Nashik,Maharashtra,Rice,2010,Kharif,1215.0,29.7,Black,42.4,172.4,1000,1993.3
Karnal,Haryana,Sugarcane,2017,Kharif,385.8,27.7,Alluvial,88.6,96.3,2550,40000.0
Warangal,Telangana,Sugarcane,2022,Zaid,812.9,29.3,Black,54.4,189.7,3050,43532.7
Lucknow,Uttar Pradesh,Wheat,2012,Rabi,1147.6,24.2,Alluvial,69.3,134.4,1285,1800.0
Patna,Bihar,Sugarcane,2023,Kharif,1009.8,28.0,Alluvial,51.6,50.2,3150,40754.7
Coimbatore,Tamil Nadu,Rice,2013,Kharif,604.2,28.3,Red,63.9,99.9,1310,1511.1
Gorakhpur,Uttar Pradesh,Wheat,2020,Rabi,768.8,24.5,Alluvial,62.7,167.0,1925,2110.2
Jodhpur,Rajasthan,Rice,2016,Kharif,50.0,26.5,Desert,32.6,283.8,1470,1500.0
Pune,Maharashtra,Wheat,2011,Rabi,990.2,24.8,Red,35.7,217.5,1120,1800.0
Hooghly,West Bengal,Sugarcane,2014,Kharif,1172.3,28.7,Alluvial,46.0,259.8,1900,44595.8
Patiala,Punjab,Sugarcane,2011,Zaid,481.6,24.8,Alluvial,87.2,120.3,1450,40000.0
Ludhiana,Punjab,Sugarcane,2017,Zaid,721.5,22.5,Alluvial,82.3,243.2,2550,40000.0
Ahmedabad,Gujarat,Rice,2014,Kharif,441.4,25.4,Black,65.7,181.2,1360,1620.5
Patiala,Punjab,Sugarcane,2020,Zaid,610.6,24.5,Alluvial,80.3,202.9,2850,40000.0
Lucknow,Uttar Pradesh,Wheat,2015,Rabi,722.2,27.9,Alluvial,62.0,290.8,1450,1800.0
Krishna,Andhra Pradesh,Rice,2013,Kharif,645.3,26.6,Alluvial,71.2,72.2,1310,2207.6
Ludhiana,Punjab,Sugarcane,2021,Zaid,541.0,25.8,Alluvial,83.6,91.2,2900,40000.0
Jaipur,Rajasthan,Sugarcane,2017,Kharif,391.7,29.5,Alluvial,34.7,51.3,2550,40000.0
Patna,Bihar,Wheat,2013,Rabi,1216.7,29.7,Alluvial,67.6,254.4,1350,1800.0
Guntur,Andhra Pradesh,Rice,2012,Kharif,1127.9,26.8,Red,62.9,264.0,1250,2231.2
Hooghly,West Bengal,Sugarcane,2013,Kharif,1411.5,27.0,Laterite,39.8,96.2,1800,40000.0
Jodhpur,Rajasthan,Rice,2013,Kharif,452.9,26.3,Desert,17.9,220.5,1310,1500.0
Pune,Maharashtra,Sugarcane,2023,Kharif,1519.0,27.2,Red,35.4,53.8,3150,40000.0
Mysore,Karnataka,Sugarcane,2015,Zaid,1334.4,28.0,Black,44.0,285.7,2100,47045.7
Bardhaman,West Bengal,Rice,2014,Kharif,1380.5,27.1,Laterite,45.4,66.8,1360,1783.8
Ludhiana,Punjab,Sugarcane,2023,Kharif,435.8,24.2,Alluvial,83.1,192.0,3150,40000.0
Ahmedabad,Gujarat,Rice,2015,Kharif,1142.0,27.1,Desert,69.2,157.8,1410,1724.5
Jabalpur,Madhya Pradesh,Sugarcane,2013,Kharif,934.2,30.7,Alluvial,49.7,193.6,1800,41440.0
Muzaffarpur,Bihar,Wheat,2019,Rabi,1207.4,27.8,Alluvial,46.9,137.7,1840,1800.0
Kolhapur,Maharashtra,Rice,2010,Kharif,785.5,27.4,Red,41.7,170.5,1000,1829.6
Pune,Maharashtra,Wheat,2017,Rabi,1369.6,27.9,Black,49.5,118.9,1625,1800.0
Warangal,Telangana,Wheat,2014,Rabi,997.6,28.7,Black,55.0,284.3,1400,1800.0
Lucknow,Uttar Pradesh,Wheat,2020,Rabi,932.1,26.1,Alluvial,69.1,228.7,1925,1800.0
Hooghly,West Bengal,Sugarcane,2012,Kharif,1653.9,28.2,Alluvial,51.2,107.9,1700,48066.8
Cuttack,Odisha,Rice,2022,Kharif,988.5,26.4,Red,46.1,237.5,2040,1979.3
Pune,Maharashtra,Rice,2023,Kharif,1068.0,26.3,Red,52.7,89.1,2183,1847.6
Nashik,Maharashtra,Wheat,2012,Rabi,1205.0,23.8,Black,32.9,128.3,1285,1800.0
Meerut,Uttar Pradesh,Sugarcane,2016,Zaid,670.1,24.0,Alluvial,71.8,128.7,2300,40000.0
Mysore,Karnataka,Rice,2016,Kharif,1348.0,28.5,Red,46.5,52.0,1470,1850.4
Ahmedabad,Gujarat,Wheat,2021,Rabi,983.1,27.5,Alluvial,66.1,171.0,1975,1800.0
Hisar,Haryana,Wheat,2013,Rabi,543.9,24.3,Alluvial,56.8,51.6,1350,2301.8
Karnal,Haryana,Sugarcane,2013,Kharif,387.7,28.6,Desert,92.3,160.1,1800,40000.0
